,Unnamed: 0,Station,Total Sessions,Address,Latitude,Longitude,Distance To Freeway (in miles),num_pois_nearby,ev_car_zip_count,concentrated_disadvantage,commute_time,cars_per_home,median_household_income,total_population,pop_below_18,pop_between_18_34,pop_between_34_65,pop_over_65
86,86,AUI-10326,19,"5962 San Vicente Blvd, Los Angeles, CA",34.056798799999996,-118.36155790000001,2.1020419688983782,58,512,0.026990705669688503,27.0,0.1283684468397844,69968.0,5100,560,1059,2764,717
87,87,AUI-10315,5,"14901 Rinaldi street, Los Angeles, CA",34.2793651,-118.45746000000001,1.7934604826775795,24,100,-0.3109107531128028,28.0,1.3199588477366255,59792.0,2738,524,553,935,726
88,88,AUI-10282,31,"10455 W Magnolia Blvd, Los Angeles, CA",34.1651823,-118.3590241,1.4062057470720721,43,366,0.30520341796600764,28.0,0.3247696174253002,53022.0,4761,740,1695,1902,424
89,89,AUI-10308,186,"3117 Temple St., Los Angeles, CA",34.075306,-118.28076899999999,2.0438043146624585,42,501,-0.02596569494801809,32.0,0.5265405735204393,58981.0,2817,474,917,1057,369
90,90,AUI-10314,30,"20124 Sherman Way, Los Angeles, CA",34.200408,-118.5718745,2.267881905781904,31,4,-0.7190652338073544,34.0,1.2710997442455243,80109.0,6473,1283,1586,2820,784
91,91,AUI-10309,37,"8245 Winnetka Ave, Los Angeles, CA",34.2198591,-118.5713659,2.2057571767201374,19,301,-0.4327925636292579,30.0,0.8007747648035418,76250.0,4543,914,876,2038,715
92,92,AUI-10288,28,"1747 S Barrington Ave, Los Angeles, CA",34.04013,-118.45341029999999,1.2790964095801605,50,836,-0.41848338864588797,23.0,0.15417428397318708,79531.0,6489,876,3225,1890,498
93,93,AUI-10298,3,"10416 Irene St, Los Angeles, CA",34.029833700000005,-118.4116094,1.4191182859653548,37,712,-0.18333397210273955,24.0,0.02044989775051125,68865.0,4039,479,1647,1669,244
94,94,AUI-10302,84,"722 Alameda St, Los Angeles, CA",34.032807899999995,-118.23836299999999,13.992834762231825,80,79,-0.8536082280395552,29.0,0.1698677974557246,90590.0,3788,227,1892,1480,189
95,95,AUI-10287,95,"2900 S Sepulveda Blvd, Los Angeles, CA",34.028657700000004,-118.4290429,1.2925486282034384,26,876,-0.33943096658366073,26.0,0.18206278026905828,61063.0,3999,795,1792,1137,275
96,96,AUI-10321,53,"6510 Forest Lawn Drive, Los Angeles, CA",34.1463664,-118.33349309999998,1.4610510939801111,36,97,-0.3995853256248037,32.0,0.3417235494880546,91451.0,3200,458,754,1530,458
97,97,AUI-10322,24,"11320 Laurel Canyon Blvd, Los Angeles, CA",34.2760489,-118.4498162,2.250430818099208,29,114,-0.35597732884689004,27.0,1.0454237288135593,44118.0,4821,1447,1280,1341,753
98,98,AUI-10317,18,"8309 Louise Ave, Los Angeles, CA",34.221544,-118.5102314,3.996614179837621,23,458,-0.6110583426372481,31.0,0.6174794173527549,61483.0,6219,1597,1358,2647,617
99,99,AUI-10310,2,"7537 Balboa Blvd, Los Angeles, CA",34.207544,-118.50128799999999,2.1500060034103607,29,469,-0.29484891846691164,30.0,0.965742251223491,75255.0,4824,953,1169,2185,517
100,100,AUI-10313,23,"18099 Rinaldi street, Los Angeles, CA",34.278644799999995,-118.52741940000001,1.4517765009922001,4,827,-1.5053941694703683,35.0,1.4207369323050556,159643.0,3153,523,459,1377,794
101,101,AUI-10312,40,"21900 Plummer St, Los Angeles, CA",34.242412200000004,-118.60422109999999,1.0113106121065203,27,556,-0.13808909592146046,36.0,0.878419452887538,82821.0,4145,831,714,1674,926
102,102,AUI-10307,12,"10567 Mason Ave, Los Angeles, CA",34.261771,-118.5798527,1.9753361956240671,34,556,-0.7174313498704399,34.0,1.3874074074074074,105781.0,3699,613,718,1529,839
103,103,AUI-10387,8,"5350 San Vicente Blvd, Los Angeles, CA",34.0525027,-118.3512399,2.354567629764744,36,512,-0.3331028927439653,30.0,0.2329766536964981,64298.0,6326,1075,1685,2904,662
104,104,AUI-10294,33,"1143 S Beverly Dr, Los Angeles, CA",34.0565394,-118.39647820000002,1.3175691711629178,43,495,-0.3012923410869374,22.0,0.17014547754585704,86039.0,4067,892,991,1462,722
105,105,AUI-10292,12,"664 S Central Ave, Los Angeles, CA",34.0372306,-118.24055729999999,1.3046871049879785,103,79,2.512186714999324,39.0,0.04512672573665773,10294.0,5702,95,622,4312,673
106,106,AUI-10295,57,"5931 W 18th St, Los Angeles, CA",34.0438008,-118.37153290000002,3.43574240199742,28,495,0.5555245369923483,28.0,0.212485896953742,69750.0,3882,606,1257,1410,609
107,107,AUI-10296,58,"6299 W 87th St, Los Angeles, CA",33.9585605,-118.3947537,2.1154535844569597,35,818,-0.2406460141811469,26.0,0.8276923076923077,98523.0,2493,477,563,1163,290
108,108,AUI-10290,45,"1398 S Orange Grove Ave, Los Angeles, CA",34.05147410000001,-118.3655228,4.022374488800914,28,512,0.026990705669688503,27.0,0.1283684468397844,69968.0,5100,560,1059,2764,717
109,109,AUI-10318,17,"2442 Marengo St, Los Angeles, CA",34.0539241,-118.20177,1.7401164340016249,26,64,0.2936620612342583,32.0,0.4879963065558634,46699.0,5168,1463,1413,1816,476
110,110,AUI-10319,10,"10108 Mason Avenue, Los Angeles, CA",34.254166999999995,-118.57971200000001,1.8393308844390528,35,556,-0.7572890436699573,33.0,1.0066305003013865,93795.0,4284,653,663,2030,938
111,111,AUI-10316,11,"3022 S Grand Ave, Los Angeles, CA",34.0226929,-118.274234,1.3624408635231158,57,151,1.120469412152214,32.0,0.2954091816367265,40600.0,3323,886,980,1074,383
112,112,AUI-10281,8,"3000 W Slauson Ave, Los Angeles, CA",33.988735299999995,-118.3256819,2.8515902295122584,31,244,0.28324760033398105,44.0,0.4091304347826087,38776.0,3482,717,675,1592,498
113,113,AUI-10324,19,"11009 S Figueroa St, Los Angeles, CA",33.935441600000004,-118.28295690000002,1.2956723734747206,24,89,1.3547828404168265,37.0,0.6640816326530612,40596.0,5436,1697,1321,1899,519
114,114,AUI-10323,11,"1033 W Pacific Coast Hwy, Los Angeles, CA",33.7906825,-118.2762558,1.3578733261270344,25,109,-1.23128092961453,23.0,1.157239819004525,65897.0,2539,578,596,969,396
115,115,AUI-10311,101,"5160 Vineland Avenue, Los Angeles, CA",34.1641232,-118.36961550000001,5.510189462338861,59,366,0.2259276502635271,33.0,0.2662860980523841,47227.0,3127,349,1290,1308,180
116,116,AUI-10299,20,"11410 Burbank Blvd, Los Angeles, CA",34.17184829999999,-118.3797377,1.7777486279813923,48,366,0.6914851015201463,33.0,0.22252217508677208,64219.0,3623,708,817,1794,304
117,117,AUI-10320,28,"21365 Erwin St, Los Angeles, CA",34.182930999999996,-118.59696000000001,1.2366033639533691,58,766,0.248015194038894,31.0,0.14021967749474176,79985.0,4354,341,1782,1787,444
118,118,AUI-10325,12,"8201 Tampa Avenue, Los Angeles, CA",34.219355,-118.553673,3.5554440967467964,19,301,-0.3760600701610416,33.0,1.2054429028815368,68214.0,5270,1094,1192,2337,647
119,119,AUI-10306,50,"6007 Variel Ave, Los Angeles, CA",34.179943200000004,-118.59331780000001,1.4508306914975797,38,4,0.248015194038894,31.0,0.14021967749474176,79985.0,4354,341,1782,1787,444
120,120,AUI-10356,30,"7647 Canoga Avenue, Los Angeles, CA",34.209773,-118.59842990000001,1.1499631794669778,28,433,-0.03920638137072405,31.0,0.4373857404021938,73516.0,4111,946,962,1741,462
121,121,AUI-10338,15,"3845 Selig Pl, Los Angeles, CA",34.0685547,-118.1989767,1.5081887543315076,31,151,1.3006109661555765,36.0,0.4891796678409663,35776.0,4377,1141,1121,1456,659
122,122,AUI-10348,35,"10215 Palms Blvd, Los Angeles, CA",34.0272776,-118.4069342,1.3293802709739977,40,712,-0.1804128743449017,30.0,0.1870609981515712,68068.0,2825,231,1438,1001,155
123,123,AUI-10342,3,"9418 National Blvd, Los Angeles, CA",34.0310983,-118.396575,1.7788720344884263,54,712,-0.036257563435130966,28.0,0.15170278637770898,77778.0,3123,333,1305,1306,179
124,124,AUI-10297,18,"13308 Paxton St, Los Angeles, CA",34.276106,-118.422684,2.773440640402144,25,229,0.3264982268978889,28.0,0.9076112972714218,52895.0,5599,1274,1844,1891,590
125,125,AUI-10303,46,"1499 Gordon St, Los Angeles, CA",34.097803000000006,-118.320168,1.5414552708562692,87,221,0.1393023675053559,33.0,0.2183050847457627,35787.0,3835,736,1245,1476,378
126,126,AUI-10305,23,"3211 Beverly Blvd, Los Angeles, CA",34.072617,-118.28331499999999,2.2772356074925058,49,194,0.8704144261233943,36.0,0.3613652357494722,46797.0,4441,675,1397,1874,495
127,127,AUI-10300,58,"3215 Beverly Blvd, Los Angeles, CA",34.072713,-118.283534,2.2817799356524344,49,194,0.8704144261233943,36.0,0.3613652357494722,46797.0,4441,675,1397,1874,495
128,128,AUI-10301,5,"256 S Lafayette Park Pl, Los Angeles, CA",34.0675494,-118.27966140000001,1.5336287790329042,58,194,0.5569878980301985,32.0,0.17814652473387602,39865.0,4319,797,1305,1642,575
129,129,AUI-10327,2,"948 E Vernon Ave, Los Angeles, CA",34.0037883,-118.25916129999999,1.7214760234791568,33,63,1.3654675478181637,36.0,0.7259490379615184,42308.0,5125,1673,1559,1688,205
130,130,AUI-10332,97,"923 E 3rd St, Los Angeles, CA",34.0463078,-118.2341624,1.5012874245738157,89,174,-0.8536082280395552,29.0,0.1698677974557246,90590.0,3788,227,1892,1480,189
131,131,AUI-10350,65,"9850 Exposition Blvd, Los Angeles, CA",34.0288099,-118.4027129,1.5340442397843472,62,712,-0.6441939144680285,25.0,0.21925925925925926,66071.0,4583,493,1937,1803,350
132,132,AUI-10346,5,"1757 S Robertson Blvd, Los Angeles, CA",34.04769829999999,-118.3860416,2.967595258611944,36,495,-0.26054358970544,24.0,0.23521594684385386,93083.0,2922,1022,575,960,365
133,133,AUI-10360,12,"2411 N Thomas Street, Los Angeles, CA",34.0740651,-118.20530020000001,1.7662221412998922,42,151,0.0703683073159544,31.0,0.6601208459214502,56875.0,2993,661,838,1085,409
134,134,AUI-10334,26,"176 S Virgil Ave, Los Angeles, CA",34.0712476,-118.28635,1.510327191473094,59,501,-0.3475924584299156,29.0,0.17310087173100872,53750.0,2186,387,780,798,221
135,135,AUI-10304,16,"3619 Regal Pl, Los Angeles, CA",34.13395,-118.3632699,1.370371800928874,53,792,-0.2910160422145928,32.0,0.4269568857262453,106818.0,3916,526,713,2259,418
136,136,AUI-10370,14,"18744 Parthenia St, Los Angeles, CA",34.2278025,-118.5420773,3.74952623137464,33,329,-0.4355558626974941,26.0,0.8931799506984388,63659.0,2926,573,895,1084,374
137,137,AUI-10343,27,"21021 Devonshire St, Los Angeles, CA",34.2574949,-118.59169909999999,1.3708343765867346,33,556,-0.7174313498704399,34.0,1.3874074074074074,105781.0,3699,613,718,1529,839
138,138,AUI-10368,10,"6945 Sepulveda Blvd, Los Angeles, CA",33.9742777,-118.394348,12.808157978210824,33,818,-0.8073810018076243,30.0,0.6801575931232091,138542.0,5436,1026,1066,2235,1109
139,139,AUI-10354,16,"838 S Barrington Ave, Los Angeles, CA",34.054455499999996,-118.466163,1.24410027578087,63,1600,0.5639856442316036,26.0,0.020579268292682928,100160.0,2708,284,926,1087,411
140,140,AUI-10375,62,"4294 Coldwater Canyon Ave, Los Angeles, CA",34.1479032,-118.4135263,1.4026915366457606,43,947,0.20431671504928,33.0,0.28365515365787325,91563.0,5241,1179,990,2484,588
141,141,AUI-10380,57,"4319 Whitsett Ave, Los Angeles, CA",34.14920499999999,-118.40548940000001,1.545023991576403,55,947,0.20431671504928,33.0,0.28365515365787325,91563.0,5241,1179,990,2484,588
142,142,AUI-10373,4,"15450 Plummer St, Los Angeles, CA",34.2423921,-118.46919550000001,1.688835577305606,27,391,-0.03321839736943778,28.0,0.6907571288102261,55750.0,4785,1433,1182,1549,621
143,143,AUI-10349,4,"11175 Glenoaks Blvd, Los Angeles, CA",34.273071400000006,-118.41144969999999,1.4743975048758058,28,229,1.938079067253172,30.0,0.4743742550655543,32036.0,4325,1505,1206,1302,312
144,145,AUI-10355,17,"8932 Woodman Ave, Los Angeles, CA",34.232175700000006,-118.4378409,3.3742788626113764,28,229,-0.6707320278928619,31.0,1.53156146179402,74906.0,6130,1169,1975,2334,652
145,146,AUI-10351,46,"17415 Vanowen St, Los Angeles, CA",34.19388989999999,-118.51242169999999,1.961534061097332,26,469,-0.18571689677585565,28.0,0.8948701709943002,75000.0,3613,923,811,1470,409
146,147,AUI-10341,8,"4349 E Valley Blvd, Los Angeles, CA",34.063514,-118.19118,1.7611487837384658,26,283,0.1366635032630607,33.0,1.2251867662753468,56698.0,5149,1090,1209,1759,1091
147,148,AUI-10337,29,"1751 Westwood Blvd, Los Angeles, CA",34.051089399999995,-118.4385126,1.8992501948575056,79,823,-0.08871967969028358,26.0,0.2436164669098489,102708.0,4894,732,1578,1846,738
148,149,AUI-10378,95,"6959 Esplanade St, Los Angeles, CA",33.958586700000005,-118.44923610000001,3.700274143007277,41,268,-0.6873638269221036,31.0,0.4503851381966471,138456.0,3063,219,798,1516,530
149,150,AUI-10366,7,"1248 Westwood Blvd, Los Angeles, CA",34.05788870000001,-118.44310039999999,1.9455173522025504,93,823,0.8466424879298937,22.0,0.05183431952662722,52917.0,4786,396,2971,960,459
150,151,AUI-10336,80,"4839 Laurel Canyon Blvd, Los Angeles, CA",34.15887379999999,-118.3968676,1.3181794233045443,36,459,0.4625438214769731,28.0,0.5410539215686274,84201.0,5131,953,1362,1975,841
151,152,AUI-10376,2,"7428 S Sepulveda Blvd, Los Angeles, CA",33.9731993,-118.3948075,1.4317269553925762,28,818,-0.8073810018076243,30.0,0.6801575931232091,138542.0,5436,1026,1066,2235,1109
152,153,AUI-10382,21,"10654 W Magnolia Blvd, Los Angeles, CA",34.1648054,-118.36349640000002,1.2802249677556798,50,366,0.2259276502635271,33.0,0.2662860980523841,47227.0,3127,349,1290,1308,180
153,154,AUI-10364,5,"6040 Jefferson Blvd, Los Angeles, CA",34.02042369999999,-118.380283,2.132059042399713,37,256,-0.23421623742125466,29.0,0.3760877790389709,86081.0,3983,752,553,1649,1029
154,155,AUI-10389,15,"5263 Packard, Los Angeles, CA",34.0507581,-118.3511493,2.295242012493077,34,512,-0.3331028927439653,30.0,0.2329766536964981,64298.0,6326,1075,1685,2904,662
155,156,AUI-10388,8,"9818 Reseda Blvd, Los Angeles, CA",34.249297,-118.535973,2.1556143420500424,31,329,-0.251629561451947,25.0,0.5949529512403764,63768.0,6909,841,2933,2405,730
156,157,AUI-10363,4,"8800 S Hoover St, Los Angeles, CA",33.9572904,-118.2863728,2.499488649283731,34,89,1.3652978363496833,34.0,0.3533133533133533,24368.0,5803,2103,1534,1798,368
157,158,AUI-10390,29,"9889 Beachy Ave, Los Angeles, CA",34.251165,-118.4415257,1.561417413973934,18,229,0.04407327882917717,30.0,1.827956989247312,74012.0,4289,1086,1272,1468,463
158,159,AUI-10385,4,"10645 Glenoaks Blvd, Los Angeles, CA",34.262751,-118.40008,2.162016969912512,20,229,0.5215081807051171,33.0,1.102642901044868,48581.0,4331,1261,1152,1549,369
159,160,AUI-10377,14,"2044 Reservoir St, Los Angeles, CA",34.07873,-118.26208799999999,3.067335114979306,53,638,-0.11436779773384045,31.0,0.3559795253606329,70870.0,3178,403,987,1365,423
160,161,AUI-10352,12,"7178 Tujunga Ave, Los Angeles, CA",34.200786,-118.37893400000002,1.8339325626229528,25,303,0.2146812127825626,34.0,0.6630743051616562,32768.0,3959,1122,1051,1395,391
161,162,AUI-10383,81,"11169 Weddington St, Los Angeles, CA",34.1670008,-118.3748155,1.3856321117237596,56,366,0.20589764669868554,29.0,0.20930232558139536,34681.0,5379,326,2681,1597,775
162,163,AUI-10367,4,"5441 E Valley Blvd, Los Angeles, CA",34.074090000000005,-118.164775,1.3671740842319982,24,283,0.4511711570989905,33.0,1.082191780821918,59853.0,2780,551,717,1128,384
163,164,AUI-10365,4,"8935 Mason Ave, Los Angeles, CA",34.23246719999999,-118.5798093,1.8124806268043068,26,556,0.21249191805739687,29.0,0.5301759133964817,61228.0,6810,1629,2102,2399,680
164,165,AUI-10379,48,"10949 Huston St, Los Angeles, CA",34.15992720000001,-118.36975120000001,5.439980208478613,63,366,0.2259276502635271,33.0,0.2662860980523841,47227.0,3127,349,1290,1308,180
166,168,AUI-10357,3,"10634 Valparaiso St, Los Angeles, CA",34.0296115,-118.4149102,1.3806502914858363,36,712,-0.18333397210273955,24.0,0.02044989775051125,68865.0,4039,479,1647,1669,244
167,169,AUI-10340,30,"4240 Fulton Ave, Los Angeles, CA",34.1478861,-118.42222360000001,1.3707003709133267,42,947,-0.5915809556275726,32.0,0.5143769968051118,120781.0,2856,450,686,1256,464
168,170,AUI-10344,12,"4236 Longridge Ave, Los Angeles, CA",34.1474861,-118.42091440000002,1.692765492495248,44,947,-0.5915809556275726,32.0,0.5143769968051118,120781.0,2856,450,686,1256,464
169,171,AUI-10384,20,"7123 Tampa Ave, Los Angeles, CA",34.1998776,-118.55378780000001,4.095680486265488,24,435,0.01226493593819955,34.0,1.0476190476190477,67782.0,4449,935,977,1899,638
170,172,AUI-10358,15,"13214 Moorpark St, Los Angeles, CA",34.1500812,-118.42087479999999,1.6479050240339042,42,849,0.20431671504928,33.0,0.28365515365787325,91563.0,5241,1179,990,2484,588
171,173,AUI-10361,14,"11048 Huston St, Los Angeles, CA",34.1601042,-118.3711679,1.1563953709528283,63,428,-0.04515285305478872,37.0,0.2018575851393189,59824.0,4729,289,2731,1453,256
172,174,AUI-10362,8,"998 S Hobart Blvd, Los Angeles, CA",34.05281000000001,-118.30516999999999,1.80297448761642,94,177,0.8854001498041876,34.0,0.1654551748009692,30335.0,4330,1224,810,1726,570
173,175,AUI-10359,2,"10919 S Figueroa St, Los Angeles, CA",33.9368695,-118.28284099999999,1.3402904344247737,26,35,1.3547828404168265,37.0,0.6640816326530612,40596.0,5436,1697,1321,1899,519
174,176,AUI-10261,136,"729 N North Spring St, Los Angeles, CA",34.06047,-118.23768899999999,1.5447096912550544,103,1016,0.3865339685589967,29.0,0.07740324594257178,26327.0,2866,346,849,872,799
